time,alpha_a_fr,alpha_b_fr,alpha_c_fr,alpha_a_fl,alpha_b_fl,alpha_c_fl
1741027511.4299886,0.4511857032775879,-0.29291024804115295,-0.29291024804115295,-0.4960639774799347,0.24803198873996735,0.24803198873996735
1741027511.4397535,0.4244914650917053,-0.30613183975219727,-0.30613183975219727,-0.48708221316337585,0.24354110658168793,0.24354110658168793
1741027511.4494662,0.39516130089759827,-0.31782838702201843,-0.31782838702201843,-0.47532644867897034,0.23766322433948517,0.23766322433948517
1741027511.4589994,0.36369267106056213,-0.32796207070350647,-0.32796207070350647,-0.4611031413078308,0.2305515706539154,0.2305515706539154
1741027511.469104,0.32824379205703735,-0.33712834119796753,-0.33712834119796753,-0.4435814321041107,0.22179071605205536,0.22179071605205536
1741027511.4791102,0.28897619247436523,-0.34515810012817383,-0.34515810012817383,-0.4227561950683594,0.2113780975341797,0.2113780975341797
1741027511.4892523,0.24715931713581085,-0.3518121838569641,-0.3518121838569641,-0.3993143141269684,0.1996571570634842,0.1996571570634842
1741027511.4987373,0.20581787824630737,-0.356877863407135,-0.356877863407135,-0.37513047456741333,0.18756523728370667,0.18756523728370667
1741027511.5084507,0.1612827479839325,-0.3609920144081116,-0.3609920144081116,-0.34818318486213684,0.17409159243106842,0.17409159243106842
1741027511.5179055,0.11600161343812943,-0.36402109265327454,-0.36402109265327454,-0.3200151324272156,0.1600075662136078,0.1600075662136078
1741027511.5286257,0.06263742595911026,-0.36638906598091125,-0.36638906598091125,-0.28601765632629395,0.14300882816314697,0.14300882816314697
1741027511.5388744,0.009570895694196224,-0.36770957708358765,-0.36770957708358765,-0.2515203058719635,0.12576015293598175,0.12576015293598175
1741027511.548359,-0.040910784155130386,-0.3682013154029846,-0.3682013154029846,-0.2181936800479889,0.10909684002399445,0.10909684002399445
1741027511.5581439,-0.09414548426866531,-0.3680769205093384,-0.3680769205093384,-0.18262095749378204,0.09131047874689102,0.09131047874689102
1741027511.567927,-0.14871734380722046,-0.36741188168525696,-0.36741188168525696,-0.14579635858535767,0.07289817929267883,0.07289817929267883
1741027511.5797553,-0.21467584371566772,-0.3660684823989868,-0.3660684823989868,-0.1009284257888794,0.0504642128944397,0.0504642128944397
1741027511.5920382,-0.2858807146549225,-0.36417651176452637,-0.36417651176452637,-0.05219719558954239,0.026098597794771194,0.026098597794771194
1741027511.6015728,-0.3410518765449524,-0.36253899335861206,-0.36253899335861206,-0.01432473212480545,0.007162366062402725,0.007162366062402725
1741027511.611364,-0.37525221705436707,-0.33845916390419006,-0.33845916390419006,0.02452871762216091,-0.012264358811080456,-0.012264358811080456
1741027511.620917,-0.39566659927368164,-0.3024327754974365,-0.3024327754974365,0.06215588003396988,-0.03107794001698494,-0.03107794001698494
1741027511.631481,-0.4179278016090393,-0.2626216411590576,-0.2626216411590576,0.1035374253988266,-0.0517687126994133,-0.0517687126994133
